"location","day_index","day","temperature"
"arvida",145,144.5,11.4
"arvida",146,145.5,12
"arvida",147,146.5,12.6
"arvida",148,147.5,13.1
"arvida",149,148.5,13.4
"arvida",150,149.5,13.5
"arvida",151,150.5,13.7
"arvida",152,151.5,12.4
"arvida",153,152.5,13.6
"arvida",154,153.5,14.7
"arvida",155,154.5,14
"arvida",156,155.5,14.4
"arvida",157,156.5,14
"arvida",158,157.5,15.2
"arvida",159,158.5,14.8
"arvida",160,159.5,14.4
"arvida",161,160.5,13.9
"arvida",162,161.5,14.5
"arvida",163,162.5,16.1
"arvida",164,163.5,16.1
"arvida",165,164.5,15.6
"arvida",166,165.5,16.9
"arvida",167,166.5,16.6
"arvida",168,167.5,16.2
"arvida",169,168.5,17.2
"arvida",170,169.5,17.1
"arvida",171,170.5,17.4
"arvida",172,171.5,16.7
"arvida",173,172.5,17.1
"arvida",174,173.5,18.4
"arvida",175,174.5,18.1
"arvida",176,175.5,16.1
"arvida",177,176.5,16.8
"arvida",178,177.5,17.3
"arvida",179,178.5,18.1
"arvida",180,179.5,18.3
"arvida",181,180.5,18.1
"arvida",182,181.5,17.5
"arvida",183,182.5,18
"arvida",184,183.5,17.6
"arvida",185,184.5,18.2
"arvida",186,185.5,17.3
"arvida",187,186.5,17.8
"arvida",188,187.5,18.5
"arvida",189,188.5,19.3
"arvida",190,189.5,18.6
"arvida",191,190.5,17.9
"arvida",192,191.5,18
"arvida",193,192.5,18.7
"arvida",194,193.5,19.2
"arvida",195,194.5,19.2
"arvida",196,195.5,18.8
"arvida",197,196.5,19.2
"arvida",198,197.5,19.6
"arvida",199,198.5,19.8
"arvida",200,199.5,19
"arvida",201,200.5,18.8
"arvida",202,201.5,17.9
"arvida",203,202.5,18.5
"arvida",204,203.5,19.1
"arvida",205,204.5,19.9
"arvida",206,205.5,20.5
"arvida",207,206.5,19.1
"arvida",208,207.5,18.6
"arvida",209,208.5,18.4
"arvida",210,209.5,18.9
"arvida",211,210.5,18.7
"arvida",212,211.5,18
"arvida",213,212.5,18.5
"arvida",214,213.5,18.3
"arvida",215,214.5,18.4
"arvida",216,215.5,18.8
"arvida",217,216.5,18.5
"arvida",218,217.5,18.6
"arvida",219,218.5,17.7
"arvida",220,219.5,18.5
"arvida",221,220.5,18.2
"arvida",222,221.5,18.7
"arvida",223,222.5,17.9
"arvida",224,223.5,17.5
"arvida",225,224.5,17.3
"arvida",226,225.5,17.6
"arvida",227,226.5,18.2
"arvida",228,227.5,17.9
"arvida",229,228.5,17.6
"arvida",230,229.5,16.4
"arvida",231,230.5,16.1
"arvida",232,231.5,15.7
"arvida",233,232.5,15.9
"arvida",234,233.5,15.5
"arvida",235,234.5,15
"arvida",236,235.5,15.1
"arvida",237,236.5,15.4
"arvida",238,237.5,16
"arvida",239,238.5,16.3
"arvida",240,239.5,16.2
"arvida",241,240.5,15.7
"arvida",242,241.5,15.7
"arvida",243,242.5,15.6
"arvida",244,243.5,15.6
"arvida",245,244.5,14.9
"arvida",246,245.5,14
"arvida",247,246.5,14.7
"arvida",248,247.5,15.1
"arvida",249,248.5,14.4
"arvida",250,249.5,13.6
"arvida",251,250.5,14.2
"arvida",252,251.5,14.2
"arvida",253,252.5,13.6
"arvida",254,253.5,13.4
"arvida",255,254.5,11.4
"arvida",256,255.5,11.8
"arvida",257,256.5,11.3
"arvida",258,257.5,11.2
"arvida",259,258.5,10.9
"arvida",260,259.5,10.5
"arvida",261,260.5,11.6
"arvida",262,261.5,10.9
"arvida",263,262.5,11.4
"arvida",264,263.5,12.4
"arvida",265,264.5,10.8
"arvida",266,265.5,11.2
"arvida",267,266.5,9.9
"arvida",268,267.5,10.1
"arvida",269,268.5,9.5
"arvida",270,269.5,9.3
"arvida",271,270.5,8.3
"arvida",272,271.5,9.2
"arvida",273,272.5,9.1
"arvida",274,273.5,9.9
"arvida",275,274.5,9.1
"arvida",276,275.5,8.8
"arvida",277,276.5,6.7
"arvida",278,277.5,7.1
"arvida",279,278.5,8
"arvida",280,279.5,6.9
"arvida",281,280.5,7
"arvida",282,281.5,6.6
"arvida",283,282.5,7.1
"arvida",284,283.5,7.7
"arvida",285,284.5,7.6
"arvida",286,285.5,6.1
"arvida",287,286.5,6.8
"arvida",288,287.5,6.6
"arvida",289,288.5,5.8
"arvida",290,289.5,5.4
"arvida",291,290.5,6.6
"arvida",292,291.5,5.4
"arvida",293,292.5,4.9
"arvida",294,293.5,4.5
"arvida",295,294.5,4.3
"arvida",296,295.5,4.4
"arvida",297,296.5,5
"arvida",298,297.5,5.6
"arvida",299,298.5,5
"arvida",300,299.5,4.1
"arvida",301,300.5,4.3
"arvida",302,301.5,2.5
"arvida",303,302.5,2.2
"arvida",304,303.5,2.9
"arvida",305,304.5,2.9
"arvida",306,305.5,3.6
"arvida",307,306.5,3.6
"arvida",308,307.5,3.4
"arvida",309,308.5,1.3
"arvida",310,309.5,1.3
"arvida",311,310.5,1.7
"arvida",312,311.5,1.8
"arvida",313,312.5,0.9
"arvida",314,313.5,0.2
"arvida",315,314.5,0
"arvida",316,315.5,-0.3
"arvida",317,316.5,-0.8
"arvida",318,317.5,-2.4
"arvida",319,318.5,-3
"arvida",320,319.5,-3.4
"arvida",321,320.5,-1.3
"arvida",322,321.5,-1.6
"arvida",323,322.5,-3.5
"arvida",324,323.5,-2.4
"arvida",325,324.5,-3.5
"arvida",326,325.5,-3.9
"arvida",327,326.5,-3
"arvida",328,327.5,-3.1
"arvida",329,328.5,-4.3
"arvida",330,329.5,-3.6
"arvida",331,330.5,-4.2
"arvida",332,331.5,-3.3
"arvida",333,332.5,-3.3
"arvida",334,333.5,-4.5
"arvida",335,334.5,-5.8
"arvida",336,335.5,-6.5
"arvida",337,336.5,-7
"arvida",338,337.5,-7.8
"arvida",339,338.5,-7.9
"arvida",340,339.5,-5.9
"arvida",341,340.5,-7.9
"arvida",342,341.5,-9
"arvida",343,342.5,-9.2
"arvida",344,343.5,-9.8
"arvida",345,344.5,-11
"arvida",346,345.5,-11.7
"arvida",347,346.5,-11
"arvida",348,347.5,-10.7
"arvida",349,348.5,-11.5
"arvida",350,349.5,-12.3
"arvida",351,350.5,-12.4
"arvida",352,351.5,-14.6
"arvida",353,352.5,-15
"arvida",354,353.5,-14.7
"arvida",355,354.5,-13.3
"arvida",356,355.5,-12.6
"arvida",357,356.5,-12.1
"arvida",358,357.5,-10.8
"arvida",359,358.5,-12.4
"arvida",360,359.5,-12.6
"arvida",361,360.5,-14.3
"arvida",362,361.5,-12
"arvida",363,362.5,-12.4
"arvida",364,363.5,-14.3
"arvida",365,364.5,-13.7
"bagottvi",1,0.5,-14.6
"bagottvi",2,1.5,-14.7
"bagottvi",3,2.5,-15.5
"bagottvi",4,3.5,-14.3
"bagottvi",5,4.5,-15.8
"bagottvi",6,5.5,-16.9
"bagottvi",7,6.5,-15.5
"bagottvi",8,7.5,-16.6
"bagottvi",9,8.5,-17.4
"bagottvi",10,9.5,-17.7
"bagottvi",11,10.5,-16.9
"bagottvi",12,11.5,-17.2
"bagottvi",13,12.5,-17.5
"bagottvi",14,13.5,-16.3
"bagottvi",15,14.5,-17.8
"bagottvi",16,15.5,-19.2
"bagottvi",17,16.5,-18.1
"bagottvi",18,17.5,-17.4
"bagottvi",19,18.5,-16.8
"bagottvi",20,19.5,-17.9
"bagottvi",21,20.5,-17.4
"bagottvi",22,21.5,-15.6
"bagottvi",23,22.5,-14.2
"bagottvi",24,23.5,-14.3
"bagottvi",25,24.5,-14.9
"bagottvi",26,25.5,-14.8
"bagottvi",27,26.5,-14.7
"bagottvi",28,27.5,-15.4
"bagottvi",29,28.5,-15.8
"bagottvi",30,29.5,-15.5
"bagottvi",31,30.5,-16.6
"bagottvi",32,31.5,-15.9
"bagottvi",33,32.5,-16.1
"bagottvi",34,33.5,-15.4
"bagottvi",35,34.5,-16.6
"bagottvi",36,35.5,-17.2
"bagottvi",37,36.5,-16.9
"bagottvi",38,37.5,-16.1
"bagottvi",39,38.5,-15.1
"bagottvi",40,39.5,-16.6
"bagottvi",41,40.5,-16.1
"bagottvi",42,41.5,-15.7
"bagottvi",43,42.5,-16.5
"bagottvi",44,43.5,-14
"bagottvi",45,44.5,-13.7
"bagottvi",46,45.5,-13.8
"bagottvi",47,46.5,-14.8
"bagottvi",48,47.5,-14.9
"bagottvi",49,48.5,-13.8
"bagottvi",50,49.5,-12.2
"bagottvi",51,50.5,-11.6
"bagottvi",52,51.5,-12.1
"bagottvi",53,52.5,-11.2
"bagottvi",54,53.5,-12.7
"bagottvi",55,54.5,-12.6
"bagottvi",56,55.5,-12.7
"bagottvi",57,56.5,-12.3
"bagottvi",58,57.5,-12.6
"bagottvi",59,58.5,-11.3
"bagottvi",60,59.5,-11.8
"bagottvi",61,60.5,-10.8
"bagottvi",62,61.5,-11.3
"bagottvi",63,62.5,-10.2
"bagottvi",64,63.5,-8.9
"bagottvi",65,64.5,-9.7
"bagottvi",66,65.5,-8.1
"bagottvi",67,66.5,-9.4
"bagottvi",68,67.5,-9.5
"bagottvi",69,68.5,-8.2
"bagottvi",70,69.5,-8.6
"bagottvi",71,70.5,-9.2
"bagottvi",72,71.5,-8.1
"bagottvi",73,72.5,-7.2
"bagottvi",74,73.5,-7.4
"bagottvi",75,74.5,-7.5
"bagottvi",76,75.5,-7.2
"bagottvi",77,76.5,-6.7
"bagottvi",78,77.5,-5.6
"bagottvi",79,78.5,-5.9
"bagottvi",80,79.5,-5.7
"bagottvi",81,80.5,-4.7
"bagottvi",82,81.5,-4
"bagottvi",83,82.5,-3.2
"bagottvi",84,83.5,-2.3
"bagottvi",85,84.5,-2.9
"bagottvi",86,85.5,-2.8
"bagottvi",87,86.5,-2
"bagottvi",88,87.5,-2.1
"bagottvi",89,88.5,-1.6
"bagottvi",90,89.5,-1.7
"bagottvi",91,90.5,-1.7
"bagottvi",92,91.5,-1.8
"bagottvi",93,92.5,-1.5
"bagottvi",94,93.5,-0.6
"bagottvi",95,94.5,0
"bagottvi",96,95.5,-0.8
"bagottvi",97,96.5,-0.9
"bagottvi",98,97.5,-0.5
"bagottvi",99,98.5,-0.5
"bagottvi",100,99.5,0.4
"bagottvi",101,100.5,-0.2
"bagottvi",102,101.5,0.8
"bagottvi",103,102.5,2.2
"bagottvi",104,103.5,2.5
"bagottvi",105,104.5,4.6
"bagottvi",106,105.5,3.6
"bagottvi",107,106.5,3.9
"bagottvi",108,107.5,2.5
"bagottvi",109,108.5,3.4
"bagottvi",110,109.5,3.3
"bagottvi",111,110.5,3.9
"bagottvi",112,111.5,3
"bagottvi",113,112.5,4.1
"bagottvi",114,113.5,3.6
"bagottvi",115,114.5,4.7
"bagottvi",116,115.5,5.4
"bagottvi",117,116.5,5.8
"bagottvi",118,117.5,5.6
"bagottvi",119,118.5,6.4
"bagottvi",120,119.5,6.8
"bagottvi",121,120.5,6.6
"bagottvi",122,121.5,5.4
"bagottvi",123,122.5,5.4
"bagottvi",124,123.5,6
"bagottvi",125,124.5,6.9
"bagottvi",126,125.5,6.8
"bagottvi",127,126.5,6.6
"bagottvi",128,127.5,7.3
"bagottvi",129,128.5,8.4
"bagottvi",130,129.5,7.2
"bagottvi",131,130.5,7.9
"bagottvi",132,131.5,8.8
"bagottvi",133,132.5,8.9
"bagottvi",134,133.5,9
"bagottvi",135,134.5,10.4
"bagottvi",136,135.5,10.8
"bagottvi",137,136.5,10
"bagottvi",138,137.5,9.9
"bagottvi",139,138.5,10.5
"bagottvi",140,139.5,10.7
"bagottvi",141,140.5,10.6
"bagottvi",142,141.5,10.6
"bagottvi",143,142.5,10.6
"bagottvi",144,143.5,11.3
"bagottvi",145,144.5,10.5
"bagottvi",146,145.5,10.7
"bagottvi",147,146.5,11.4
"bagottvi",148,147.5,12.4
"bagottvi",149,148.5,12.8
"bagottvi",150,149.5,12.7
"bagottvi",151,150.5,12.1
"bagottvi",152,151.5,12.1
"bagottvi",153,152.5,13.1
"bagottvi",154,153.5,13.7
"bagottvi",155,154.5,13.3
"bagottvi",156,155.5,13.7
"bagottvi",157,156.5,13.5
"bagottvi",158,157.5,14.7
"bagottvi",159,158.5,14.1
"bagottvi",160,159.5,13.8
"bagottvi",161,160.5,14
"bagottvi",162,161.5,13.6
"bagottvi",163,162.5,15.2
"bagottvi",164,163.5,15.1
"bagottvi",165,164.5,15.1
"bagottvi",166,165.5,16.2
"bagottvi",167,166.5,15.8
"bagottvi",168,167.5,15.9
"bagottvi",169,168.5,17
"bagottvi",170,169.5,17.3
"bagottvi",171,170.5,16.5
"bagottvi",172,171.5,15.9
"bagottvi",173,172.5,16.6
"bagottvi",174,173.5,17.4
"bagottvi",175,174.5,16.9
"bagottvi",176,175.5,15.6
"bagottvi",177,176.5,16.2
"bagottvi",178,177.5,16.9
"bagottvi",179,178.5,17.6
"bagottvi",180,179.5,17.4
"bagottvi",181,180.5,17
"bagottvi",182,181.5,16
"bagottvi",183,182.5,17.2
"bagottvi",184,183.5,17
"bagottvi",185,184.5,17
"bagottvi",186,185.5,16.4
"bagottvi",187,186.5,17.4
"bagottvi",188,187.5,18
"bagottvi",189,188.5,18.7
"bagottvi",190,189.5,17.8
"bagottvi",191,190.5,17.4
"bagottvi",192,191.5,17.2
"bagottvi",193,192.5,17.9
"bagottvi",194,193.5,18.2
"bagottvi",195,194.5,18.2
"bagottvi",196,195.5,18.1
"bagottvi",197,196.5,18.7
"bagottvi",198,197.5,18.9
"bagottvi",199,198.5,18.7
"bagottvi",200,199.5,18.5
"bagottvi",201,200.5,18.2
"bagottvi",202,201.5,17.3
"bagottvi",203,202.5,17.9
"bagottvi",204,203.5,18.4
"bagottvi",205,204.5,19
"bagottvi",206,205.5,20
"bagottvi",207,206.5,18.4
"bagottvi",208,207.5,17.9
"bagottvi",209,208.5,17.8
"bagottvi",210,209.5,18.3
"bagottvi",211,210.5,17.8
"bagottvi",212,211.5,17.8
"bagottvi",213,212.5,18.1
"bagottvi",214,213.5,17.8
"bagottvi",215,214.5,17.8
"bagottvi",216,215.5,18.1
"bagottvi",217,216.5,17.3
"bagottvi",218,217.5,17.3
"bagottvi",219,218.5,17.3
"bagottvi",220,219.5,18
"bagottvi",221,220.5,17.6
"bagottvi",222,221.5,18
"bagottvi",223,222.5,16.9
"bagottvi",224,223.5,16.8
"bagottvi",225,224.5,16.8
"bagottvi",226,225.5,16.7
"bagottvi",227,226.5,17.1
"bagottvi",228,227.5,17.2
"bagottvi",229,228.5,16.7
"bagottvi",230,229.5,15.8
"bagottvi",231,230.5,15.5
"bagottvi",232,231.5,15.2
"bagottvi",233,232.5,15.4
"bagottvi",234,233.5,15
"bagottvi",235,234.5,14.1
"bagottvi",236,235.5,14.8
"bagottvi",237,236.5,15.8
"bagottvi",238,237.5,16.7
"bagottvi",239,238.5,16.1
"bagottvi",240,239.5,15.7
"bagottvi",241,240.5,15.4
"bagottvi",242,241.5,15
"bagottvi",243,242.5,14.2
"bagottvi",244,243.5,13.6
"bagottvi",245,244.5,13.5
"bagottvi",246,245.5,13
"bagottvi",247,246.5,13.7
"bagottvi",248,247.5,13.9
"bagottvi",249,248.5,13.3
"bagottvi",250,249.5,13
"bagottvi",251,250.5,13.2
"bagottvi",252,251.5,12.9
"bagottvi",253,252.5,12.9
"bagottvi",254,253.5,12.1
"bagottvi",255,254.5,11.1
"bagottvi",256,255.5,10.8
"bagottvi",257,256.5,11.4
"bagottvi",258,257.5,11
"bagottvi",259,258.5,10.3
"bagottvi",260,259.5,10.8
"bagottvi",261,260.5,10.9
"bagottvi",262,261.5,10.2
"bagottvi",263,262.5,10.3
"bagottvi",264,263.5,10.8
"bagottvi",265,264.5,9.7
"bagottvi",266,265.5,9.7
"bagottvi",267,266.5,9.1
"bagottvi",268,267.5,9.2
"bagottvi",269,268.5,8.4
"bagottvi",270,269.5,8.8
"bagottvi",271,270.5,7.7
"bagottvi",272,271.5,8
"bagottvi",273,272.5,7.3
"bagottvi",274,273.5,8
"bagottvi",275,274.5,8.3
"bagottvi",276,275.5,7.8
"bagottvi",277,276.5,6.2
"bagottvi",278,277.5,6.6
"bagottvi",279,278.5,7.1
"bagottvi",280,279.5,6.4
"bagottvi",281,280.5,6.1
"bagottvi",282,281.5,5.5
"bagottvi",283,282.5,5.5
"bagottvi",284,283.5,6.1
"bagottvi",285,284.5,6.6
"bagottvi",286,285.5,5.2
"bagottvi",287,286.5,4.9
"bagottvi",288,287.5,5.4
"bagottvi",289,288.5,4.9
"bagottvi",290,289.5,4.7
"bagottvi",291,290.5,5.1
"bagottvi",292,291.5,4.2
"bagottvi",293,292.5,3.5
"bagottvi",294,293.5,4.2
"bagottvi",295,294.5,4
"bagottvi",296,295.5,4.1
"bagottvi",297,296.5,4.5
"bagottvi",298,297.5,4.4
"bagottvi",299,298.5,3.4
"bagottvi",300,299.5,2.8
"bagottvi",301,300.5,3
"bagottvi",302,301.5,2
"bagottvi",303,302.5,1.8
"bagottvi",304,303.5,2.2
"bagottvi",305,304.5,2.1
"bagottvi",306,305.5,2.3
"bagottvi",307,306.5,1.7
"bagottvi",308,307.5,2
"bagottvi",309,308.5,0.4
"bagottvi",310,309.5,0.6
"bagottvi",311,310.5,0
"bagottvi",312,311.5,0.1
"bagottvi",313,312.5,-0.6
"bagottvi",314,313.5,-1.4
"bagottvi",315,314.5,-1.3
"bagottvi",316,315.5,-1.9
"bagottvi",317,316.5,-1.9
"bagottvi",318,317.5,-2.7
"bagottvi",319,318.5,-3.3
"bagottvi",320,319.5,-3.7
"bagottvi",321,320.5,-2.4
"bagottvi",322,321.5,-2.8
"bagottvi",323,322.5,-4.4
"bagottvi",324,323.5,-3.9
"bagottvi",325,324.5,-4.2
"bagottvi",326,325.5,-4.6
"bagottvi",327,326.5,-4.7
"bagottvi",328,327.5,-4.4
"bagottvi",329,328.5,-5.6
"bagottvi",330,329.5,-5.8
"bagottvi",331,330.5,-5.6
"bagottvi",332,331.5,-4
"bagottvi",333,332.5,-4.7
"bagottvi",334,333.5,-6
"bagottvi",335,334.5,-7
"bagottvi",336,335.5,-7.6
"bagottvi",337,336.5,-7.6
"bagottvi",338,337.5,-8
"bagottvi",339,338.5,-8.9
"bagottvi",340,339.5,-7.5
"bagottvi",341,340.5,-9.3
"bagottvi",342,341.5,-10.2
"bagottvi",343,342.5,-10.1
"bagottvi",344,343.5,-10.3
"bagottvi",345,344.5,-12
"bagottvi",346,345.5,-12.9
"bagottvi",347,346.5,-11.9
"bagottvi",348,347.5,-11.6
"bagottvi",349,348.5,-12.7
"bagottvi",350,349.5,-12.6
"bagottvi",351,350.5,-13.1
"bagottvi",352,351.5,-14.2
"bagottvi",353,352.5,-15.2
"bagottvi",354,353.5,-15.1
"bagottvi",355,354.5,-13.2
"bagottvi",356,355.5,-12.5
"bagottvi",357,356.5,-12.2
"bagottvi",358,357.5,-13
"bagottvi",359,358.5,-13.9
"bagottvi",360,359.5,-14.1
"bagottvi",361,360.5,-16.1
"bagottvi",362,361.5,-13.7
"bagottvi",363,362.5,-13.4
"bagottvi",364,363.5,-15.7
"bagottvi",365,364.5,-15.5
"calgary",1,0.5,-8.6
"calgary",2,1.5,-8.4
"calgary",3,2.5,-9.2
"calgary",4,3.5,-10.8
"calgary",5,4.5,-12
"calgary",6,5.5,-11.7
"calgary",7,6.5,-12.1
"calgary",8,7.5,-13.7
"calgary",9,8.5,-13.2
"calgary",10,9.5,-12.9
"calgary",11,10.5,-11.9
"calgary",12,11.5,-8.9
"calgary",13,12.5,-9
"calgary",14,13.5,-9.8
"calgary",15,14.5,-8.2
"calgary",16,15.5,-7.9
"calgary",17,16.5,-7
"calgary",18,17.5,-7.9
"calgary",19,18.5,-7.7
"calgary",20,19.5,-6
"calgary",21,20.5,-6.5
"calgary",22,21.5,-7.7
"calgary",23,22.5,-7
"calgary",24,23.5,-8.3
"calgary",25,24.5,-8.7
"calgary",26,25.5,-9.4
"calgary",27,26.5,-8.8
"calgary",28,27.5,-9
"calgary",29,28.5,-10.1
"calgary",30,29.5,-10.2
"calgary",31,30.5,-10.2
"calgary",32,31.5,-9.9
"calgary",33,32.5,-7.9
"calgary",34,33.5,-8.1
"calgary",35,34.5,-7.3
"calgary",36,35.5,-6.2
"calgary",37,36.5,-5.5
"calgary",38,37.5,-6.3
"calgary",39,38.5,-5.9
"calgary",40,39.5,-6.4
"calgary",41,40.5,-6.2
"calgary",42,41.5,-5.6
"calgary",43,42.5,-6.2
"calgary",44,43.5,-7.6
"calgary",45,44.5,-9
"calgary",46,45.5,-7.1
"calgary",47,46.5,-7.3
"calgary",48,47.5,-8.4
"calgary",49,48.5,-6.8
"calgary",50,49.5,-5.8
"calgary",51,50.5,-5.3
"calgary",52,51.5,-4.7
"calgary",53,52.5,-4.5
"calgary",54,53.5,-5.1
"calgary",55,54.5,-4.8
"calgary",56,55.5,-4.1
"calgary",57,56.5,-4.2
"calgary",58,57.5,-4.6
"calgary",59,58.5,-5.2
"calgary",60,59.5,-7.2
"calgary",61,60.5,-7.1
"calgary",62,61.5,-7
"calgary",63,62.5,-5.1
"calgary",64,63.5,-4
"calgary",65,64.5,-3.4
"calgary",66,65.5,-4
"calgary",67,66.5,-2.6
"calgary",68,67.5,-1.8
"calgary",69,68.5,-2.4
"calgary",70,69.5,-3.1
"calgary",71,70.5,-2.9
"calgary",72,71.5,-2.2
"calgary",73,72.5,-2.1
"calgary",74,73.5,-2
"calgary",75,74.5,-1.6
"calgary",76,75.5,-1.5
"calgary",77,76.5,-1.3
"calgary",78,77.5,-1
"calgary",79,78.5,-0.9
"calgary",80,79.5,-1.1
"calgary",81,80.5,-1.8
"calgary",82,81.5,-1.5
"calgary",83,82.5,-1.3
"calgary",84,83.5,-1.7
"calgary",85,84.5,-1
"calgary",86,85.5,-1
"calgary",87,86.5,-0.6
"calgary",88,87.5,0.8
"calgary",89,88.5,1.9
"calgary",90,89.5,1
"calgary",91,90.5,1.6
"calgary",92,91.5,1
"calgary",93,92.5,1.8
"calgary",94,93.5,2.6
"calgary",95,94.5,2.6
"calgary",96,95.5,3.2
"calgary",97,96.5,2.3
"calgary",98,97.5,2.8
"calgary",99,98.5,3.1
"calgary",100,99.5,2.8
"calgary",101,100.5,2.6
"calgary",102,101.5,3.5
"calgary",103,102.5,4.2
"calgary",104,103.5,4.8
"calgary",105,104.5,5
"calgary",106,105.5,4.5
"calgary",107,106.5,4.6
"calgary",108,107.5,4.4
"calgary",109,108.5,4.8
"calgary",110,109.5,5
"calgary",111,110.5,5.6
"calgary",112,111.5,6.1
"calgary",113,112.5,6.5
"calgary",114,113.5,6.3
"calgary",115,114.5,5.9
"calgary",116,115.5,5.1
"calgary",117,116.5,5.9
"calgary",118,117.5,6.2
"calgary",119,118.5,6.5
"calgary",120,119.5,7
"calgary",121,120.5,7.6
"calgary",122,121.5,7.4
"calgary",123,122.5,7.6
"calgary",124,123.5,7.4
"calgary",125,124.5,8.3
"calgary",126,125.5,8.4
"calgary",127,126.5,7.8
"calgary",128,127.5,8.5
"calgary",129,128.5,8.8
"calgary",130,129.5,8.2
"calgary",131,130.5,8.2
"calgary",132,131.5,9.4
"calgary",133,132.5,9.4
"calgary",134,133.5,9.5
"calgary",135,134.5,9.3
"calgary",136,135.5,9.5
"calgary",137,136.5,10.3
"calgary",138,137.5,9.8
"calgary",139,138.5,10
